t,com,arr,sexe,age,gs,pays,dest,trans,sect,nat,w
A,67001,678,F,15-29,cadres,,,,,,15.07
A,67001,678,F,15-29,employes,,,,,,45.21
A,67001,678,F,15-29,ouvriers,,,,,,10.05
A,67001,678,F,15-29,prof_inter,,,,,,45.21
A,67001,678,F,30-44,artisans,,,,,,25.11
A,67001,678,F,30-44,cadres,,,,,,90.41
A,67001,678,F,30-44,employes,,,,,,70.32
A,67001,678,F,30-44,ouvriers,,,,,,10.05
A,67001,678,F,30-44,prof_inter,,,,,,75.34
A,67001,678,F,45-54,artisans,,,,,,5.02
A,67001,678,F,45-54,cadres,,,,,,10.05
A,67001,678,F,45-54,employes,,,,,,35.16
A,67001,678,F,45-54,ouvriers,,,,,,5.02
A,67001,678,F,45-54,prof_inter,,,,,,35.16
A,67001,678,F,55+,artisans,,,,,,10.05
A,67001,678,F,55+,cadres,,,,,,25.11
A,67001,678,F,55+,employes,,,,,,75.34
A,67001,678,F,55+,ouvriers,,,,,,5.02
A,67001,678,F,55+,prof_inter,,,,,,40.18
A,67001,678,H,15-29,artisans,,,,,,5.02
A,67001,678,H,15-29,cadres,,,,,,25.11
A,67001,678,H,15-29,employes,,,,,,15.07
A,67001,678,H,15-29,ouvriers,,,,,,30.14
A,67001,678,H,15-29,prof_inter,,,,,,35.16
A,67001,678,H,30-44,artisans,,,,,,30.14
A,67001,678,H,30-44,cadres,,,,,,85.39
A,67001,678,H,30-44,employes,,,,,,35.16
A,67001,678,H,30-44,ouvriers,,,,,,25.11
A,67001,678,H,30-44,prof_inter,,,,,,40.18
A,67001,678,H,45-54,artisans,,,,,,15.07
A,67001,678,H,45-54,cadres,,,,,,40.18
A,67001,678,H,45-54,employes,,,,,,20.09
A,67001,678,H,45-54,ouvriers,,,,,,25.11
A,67001,678,H,45-54,prof_inter,,,,,,15.07
A,67001,678,H,55+,artisans,,,,,,15.07
A,67001,678,H,55+,cadres,,,,,,60.27
A,67001,678,H,55+,employes,,,,,,10.05
A,67001,678,H,55+,ouvriers,,,,,,45.21
A,67001,678,H,55+,prof_inter,,,,,,15.07
A,67002,674,F,15-29,employes,,,,,,10.67
A,67002,674,F,30-44,employes,,,,,,5.37
A,67002,674,F,30-44,ouvriers,,,,,,5.17
A,67002,674,F,30-44,prof_inter,,,,,,21.4
A,67002,674,F,45-54,employes,,,,,,5.3
A,67002,674,F,45-54,ouvriers,,,,,,5.24
A,67002,674,F,45-54,prof_inter,,,,,,5.24
A,67002,674,F,55+,employes,,,,,,5.17
A,67002,674,H,15-29,ouvriers,,,,,,10.73
A,67002,674,H,30-44,cadres,,,,,,5.3
A,67002,674,H,30-44,employes,,,,,,5.37
A,67002,674,H,30-44,ouvriers,,,,,,37.31
A,67002,674,H,30-44,prof_inter,,,,,,10.47
A,67002,674,H,45-54,artisans,,,,,,5.17
A,67002,674,H,45-54,cadres,,,,,,5.24
A,67002,674,H,45-54,ouvriers,,,,,,5.17
A,67002,674,H,55+,agriculteurs,,,,,,5.24
A,67002,674,H,55+,ouvriers,,,,,,10.47
A,67002,674,H,55+,prof_inter,,,,,,5.3
A,67003,675,F,15-29,employes,,,,,,10.28
A,67003,675,F,15-29,prof_inter,,,,,,5.15
A,67003,675,F,30-44,agriculteurs,,,,,,5.16
A,67003,675,F,30-44,employes,,,,,,10.3
A,67003,675,F,30-44,prof_inter,,,,,,10.31
A,67003,675,F,45-54,agriculteurs,,,,,,5.15
A,67003,675,F,45-54,cadres,,,,,,10.28
A,67003,675,F,45-54,employes,,,,,,10.28
A,67003,675,F,45-54,ouvriers,,,,,,5.12
A,67003,675,F,45-54,prof_inter,,,,,,15.44
A,67003,675,F,55+,cadres,,,,,,5.12
A,67003,675,F,55+,employes,,,,,,5.13
A,67003,675,F,55+,ouvriers,,,,,,5.13
A,67003,675,F,55+,prof_inter,,,,,,5.13
A,67003,675,H,15-29,cadres,,,,,,5.14
A,67003,675,H,15-29,employes,,,,,,5.13
A,67003,675,H,15-29,ouvriers,,,,,,36.04
A,67003,675,H,15-29,prof_inter,,,,,,5.15
A,67003,675,H,30-44,artisans,,,,,,5.15
A,67003,675,H,30-44,ouvriers,,,,,,10.3
A,67003,675,H,30-44,prof_inter,,,,,,15.4
A,67003,675,H,45-54,agriculteurs,,,,,,5.16
A,67003,675,H,45-54,employes,,,,,,5.14
A,67003,675,H,45-54,ouvriers,,,,,,15.44
A,67003,675,H,45-54,prof_inter,,,,,,20.55
A,67003,675,H,55+,artisans,,,,,,5.14
A,67003,675,H,55+,ouvriers,,,,,,10.3
A,67004,674,F,15-29,cadres,,,,,,4.91
A,67004,674,F,15-29,employes,,,,,,25.06
A,67004,674,F,15-29,ouvriers,,,,,,10.24
A,67004,674,F,15-29,prof_inter,,,,,,14.99
A,67004,674,F,30-44,artisans,,,,,,4.91
A,67004,674,F,30-44,cadres,,,,,,20.15
A,67004,674,F,30-44,employes,,,,,,50.05
A,67004,674,F,30-44,ouvriers,,,,,,5.08
A,67004,674,F,30-44,prof_inter,,,,,,55.54
A,67004,674,F,45-54,artisans,,,,,,9.91
A,67004,674,F,45-54,cadres,,,,,,5.0
A,67004,674,F,45-54,employes,,,,,,69.37
A,67004,674,F,45-54,ouvriers,,,,,,9.99
A,67004,674,F,45-54,prof_inter,,,,,,24.98
A,67004,674,F,55+,cadres,,,,,,14.66
A,67004,674,F,55+,employes,,,,,,44.39
A,67004,674,F,55+,ouvriers,,,,,,14.91
A,67004,674,H,15-29,artisans,,,,,,5.08
A,67004,674,H,15-29,employes,,,,,,5.0
A,67004,674,H,15-29,ouvriers,,,,,,45.05
A,67004,674,H,15-29,prof_inter,,,,,,14.66
A,67004,674,H,30-44,artisans,,,,,,10.08
A,67004,674,H,30-44,cadres,,,,,,9.91
A,67004,674,H,30-44,employes,,,,,,9.99
A,67004,674,H,30-44,ouvriers,,,,,,40.13
A,67004,674,H,30-44,prof_inter,,,,,,64.96
A,67004,674,H,45-54,artisans,,,,,,24.98
A,67004,674,H,45-54,cadres,,,,,,14.91
A,67004,674,H,45-54,employes,,,,,,20.15
A,67004,674,H,45-54,ouvriers,,,,,,19.98
A,67004,674,H,45-54,prof_inter,,,,,,39.89
A,67004,674,H,55+,artisans,,,,,,14.82
A,67004,674,H,55+,cadres,,,,,,19.58
A,67004,674,H,55+,employes,,,,,,9.91
A,67004,674,H,55+,ouvriers,,,,,,24.65
A,67004,674,H,55+,prof_inter,,,,,,39.4
A,67005,674,F,15-29,employes,,,,,,9.74
A,67005,674,F,15-29,ouvriers,,,,,,9.89
A,67005,674,F,15-29,prof_inter,,,,,,14.95
A,67005,674,F,30-44,cadres,,,,,,9.97
A,67005,674,F,30-44,employes,,,,,,30.06
A,67005,674,F,30-44,prof_inter,,,,,,25.08
A,67005,674,F,45-54,artisans,,,,,,10.05
A,67005,674,F,45-54,cadres,,,,,,10.12
A,67005,674,F,45-54,employes,,,,,,14.95
A,67005,674,F,45-54,ouvriers,,,,,,9.97
A,67005,674,F,45-54,prof_inter,,,,,,14.73
A,67005,674,F,55+,cadres,,,,,,9.97
A,67005,674,F,55+,employes,,,,,,4.91
A,67005,674,F,55+,prof_inter,,,,,,9.82
A,67005,674,H,15-29,employes,,,,,,4.91
A,67005,674,H,15-29,ouvriers,,,,,,25.0
A,67005,674,H,15-29,prof_inter,,,,,,4.91
A,67005,674,H,30-44,cadres,,,,,,4.98
A,67005,674,H,30-44,ouvriers,,,,,,49.94
A,67005,674,H,30-44,prof_inter,,,,,,30.06
A,67005,674,H,45-54,cadres,,,,,,19.94
A,67005,674,H,45-54,ouvriers,,,,,,20.02
A,67005,674,H,45-54,prof_inter,,,,,,19.94
A,67005,674,H,55+,cadres,,,,,,14.72
A,67005,674,H,55+,employes,,,,,,9.74
A,67005,674,H,55+,ouvriers,,,,,,19.63
A,67006,674,F,15-29,prof_inter,,,,,,9.96
A,67006,674,F,30-44,agriculteurs,,,,,,4.98
A,67006,674,F,30-44,employes,,,,,,4.98
A,67006,674,F,30-44,prof_inter,,,,,,9.96
A,67006,674,F,45-54,employes,,,,,,4.98
A,67006,674,F,45-54,prof_inter,,,,,,4.98
A,67006,674,F,55+,employes,,,,,,4.98
A,67006,674,F,55+,prof_inter,,,,,,4.98
A,67006,674,H,15-29,employes,,,,,,4.98
A,67006,674,H,15-29,prof_inter,,,,,,4.98
A,67006,674,H,30-44,artisans,,,,,,4.98
A,67006,674,H,30-44,ouvriers,,,,,,19.91
A,67006,674,H,30-44,prof_inter,,,,,,4.98
A,67006,674,H,45-54,agriculteurs,,,,,,4.98
A,67006,674,H,45-54,ouvriers,,,,,,9.96
A,67006,674,H,45-54,prof_inter,,,,,,4.98
A,67006,674,H,55+,agriculteurs,,,,,,4.98
A,67008,673,F,15-29,employes,,,,,,41.15
A,67008,673,F,15-29,ouvriers,,,,,,5.14
A,67008,673,F,15-29,prof_inter,,,,,,25.74
A,67008,673,F,30-44,cadres,,,,,,5.15
A,67008,673,F,30-44,employes,,,,,,46.37
A,67008,673,F,30-44,ouvriers,,,,,,5.15
A,67008,673,F,30-44,prof_inter,,,,,,46.35
A,67008,673,F,45-54,artisans,,,,,,5.16
A,67008,673,F,45-54,cadres,,,,,,20.63
A,67008,673,F,45-54,employes,,,,,,30.92
A,67008,673,F,45-54,prof_inter,,,,,,25.77
A,67008,673,F,55+,artisans,,,,,,5.16
A,67008,673,F,55+,cadres,,,,,,20.56
A,67008,673,F,55+,employes,,,,,,46.3
A,67008,673,F,55+,ouvriers,,,,,,5.13
A,67008,673,F,55+,prof_inter,,,,,,20.57
A,67008,673,H,15-29,employes,,,,,,5.15
A,67008,673,H,15-29,ouvriers,,,,,,82.46
A,67008,673,H,15-29,prof_inter,,,,,,15.42
A,67008,673,H,30-44,cadres,,,,,,20.6
A,67008,673,H,30-44,employes,,,,,,20.66
A,67008,673,H,30-44,ouvriers,,,,,,46.34
A,67008,673,H,30-44,prof_inter,,,,,,51.48
A,67008,673,H,45-54,artisans,,,,,,5.16
A,67008,673,H,45-54,cadres,,,,,,20.63
A,67008,673,H,45-54,employes,,,,,,5.13
A,67008,673,H,45-54,ouvriers,,,,,,46.34
A,67008,673,H,45-54,prof_inter,,,,,,25.72
A,67008,673,H,55+,artisans,,,,,,15.41
A,67008,673,H,55+,cadres,,,,,,36.01
A,67008,673,H,55+,employes,,,,,,5.14
A,67008,673,H,55+,ouvriers,,,,,,20.63
A,67008,673,H,55+,prof_inter,,,,,,15.44
A,67009,674,F,15-29,employes,,,,,,10.15
A,67009,674,F,30-44,employes,,,,,,25.77
A,67009,674,F,30-44,ouvriers,,,,,,5.21
A,67009,674,F,45-54,prof_inter,,,,,,10.15
A,67009,674,F,55+,employes,,,,,,4.94
A,67009,674,F,55+,ouvriers,,,,,,9.89
A,67009,674,F,55+,prof_inter,,,,,,9.89
A,67009,674,H,15-29,ouvriers,,,,,,10.15
A,67009,674,H,30-44,agriculteurs,,,,,,5.21
A,67009,674,H,30-44,ouvriers,,,,,,20.43
A,67009,674,H,30-44,prof_inter,,,,,,14.71
A,67009,674,H,45-54,artisans,,,,,,5.21
A,67009,674,H,45-54,ouvriers,,,,,,5.34
A,67009,674,H,55+,cadres,,,,,,9.63
A,67009,674,H,55+,ouvriers,,,,,,4.94
A,67009,674,H,55+,prof_inter,,,,,,5.21
A,67010,675,F,15-29,cadres,,,,,,10.07
A,67010,675,F,15-29,employes,,,,,,20.05
A,67010,675,F,15-29,ouvriers,,,,,,10.01
A,67010,675,F,15-29,prof_inter,,,,,,15.01
A,67010,675,F,30-44,artisans,,,,,,10.2
A,67010,675,F,30-44,cadres,,,,,,40.33
A,67010,675,F,30-44,employes,,,,,,65.64
A,67010,675,F,30-44,ouvriers,,,,,,10.17
A,67010,675,F,30-44,prof_inter,,,,,,50.18
A,67010,675,F,45-54,artisans,,,,,,4.97
A,67010,675,F,45-54,cadres,,,,,,15.11
A,67010,675,F,45-54,employes,,,,,,25.06
A,67010,675,F,45-54,ouvriers,,,,,,5.04
A,67010,675,F,45-54,prof_inter,,,,,,20.05
A,67010,675,F,55+,cadres,,,,,,15.01
A,67010,675,F,55+,employes,,,,,,35.03
A,67010,675,F,55+,ouvriers,,,,,,15.01
A,67010,675,F,55+,prof_inter,,,,,,24.96
A,67010,675,H,15-29,artisans,,,,,,4.97
A,67010,675,H,15-29,employes,,,,,,5.0
A,67010,675,H,15-29,ouvriers,,,,,,20.12
A,67010,675,H,15-29,prof_inter,,,,,,15.05
A,67010,675,H,30-44,artisans,,,,,,20.15
A,67010,675,H,30-44,cadres,,,,,,35.26
A,67010,675,H,30-44,employes,,,,,,5.0
A,67010,675,H,30-44,ouvriers,,,,,,40.42
A,67010,675,H,30-44,prof_inter,,,,,,65.48
A,67010,675,H,45-54,artisans,,,,,,15.08
A,67010,675,H,45-54,cadres,,,,,,20.05
A,67010,675,H,45-54,employes,,,,,,5.04
A,67010,675,H,45-54,ouvriers,,,,,,25.06
A,67010,675,H,45-54,prof_inter,,,,,,20.12
A,67010,675,H,55+,artisans,,,,,,5.0
A,67010,675,H,55+,cadres,,,,,,30.0
A,67010,675,H,55+,employes,,,,,,9.98
A,67010,675,H,55+,ouvriers,,,,,,25.02
A,67010,675,H,55+,prof_inter,,,,,,5.0
A,67011,675,F,15-29,employes,,,,,,20.42
A,67011,675,F,15-29,ouvriers,,,,,,20.57
A,67011,675,F,30-44,artisans,,,,,,10.36
A,67011,675,F,30-44,employes,,,,,,25.39
A,67011,675,F,30-44,ouvriers,,,,,,15.3
A,67011,675,F,30-44,prof_inter,,,,,,46.0
A,67011,675,F,45-54,artisans,,,,,,5.09
A,67011,675,F,45-54,cadres,,,,,,5.09
A,67011,675,F,45-54,employes,,,,,,25.63
A,67011,675,F,45-54,ouvriers,,,,,,25.63
A,67011,675,F,45-54,prof_inter,,,,,,20.48
A,67011,675,F,55+,cadres,,,,,,5.12
A,67011,675,F,55+,employes,,,,,,10.33
A,67011,675,F,55+,ouvriers,,,,,,10.33
A,67011,675,F,55+,prof_inter,,,,,,5.15
A,67011,675,H,15-29,employes,,,,,,5.09
A,67011,675,H,15-29,ouvriers,,,,,,15.36
A,67011,675,H,15-29,prof_inter,,,,,,5.15
A,67011,675,H,30-44,agriculteurs,,,,,,5.12
A,67011,675,H,30-44,artisans,,,,,,10.18
A,67011,675,H,30-44,cadres,,,,,,30.69
A,67011,675,H,30-44,employes,,,,,,5.06
A,67011,675,H,30-44,ouvriers,,,,,,56.36
A,67011,675,H,30-44,prof_inter,,,,,,15.45
A,67011,675,H,45-54,cadres,,,,,,15.24
A,67011,675,H,45-54,ouvriers,,,,,,35.87
A,67011,675,H,45-54,prof_inter,,,,,,15.27
A,67011,675,H,55+,cadres,,,,,,10.21
A,67011,675,H,55+,ouvriers,,,,,,30.93
A,67012,672,F,15-29,employes,,,,,,14.73
A,67012,672,F,15-29,ouvriers,,,,,,5.1
A,67012,672,F,15-29,prof_inter,,,,,,4.91
A,67012,672,F,30-44,cadres,,,,,,4.91
A,67012,672,F,30-44,employes,,,,,,20.01
A,67012,672,F,30-44,ouvriers,,,,,,9.64
A,67012,672,F,30-44,prof_inter,,,,,,24.92
A,67012,672,F,45-54,artisans,,,,,,4.73
A,67012,672,F,45-54,employes,,,,,,19.73
A,67012,672,F,45-54,ouvriers,,,,,,5.1
A,67012,672,F,45-54,prof_inter,,,,,,5.0
A,67012,672,F,55+,cadres,,,,,,4.82
A,67012,672,F,55+,employes,,,,,,24.1
A,67012,672,F,55+,ouvriers,,,,,,14.37
A,67012,672,H,15-29,employes,,,,,,9.82
A,67012,672,H,15-29,ouvriers,,,,,,9.73
A,67012,672,H,30-44,artisans,,,,,,14.83
A,67012,672,H,30-44,ouvriers,,,,,,39.19
A,67012,672,H,30-44,prof_inter,,,,,,10.1
A,67012,672,H,45-54,cadres,,,,,,4.82
A,67012,672,H,45-54,ouvriers,,,,,,19.56
A,67012,672,H,45-54,prof_inter,,,,,,19.55
A,67012,672,H,55+,agriculteurs,,,,,,4.73
A,67012,672,H,55+,cadres,,,,,,9.64
A,67012,672,H,55+,ouvriers,,,,,,9.64
A,67013,674,F,15-29,cadres,,,,,,5.06
A,67013,674,F,30-44,cadres,,,,,,10.11
A,67013,674,F,30-44,ouvriers,,,,,,10.11
A,67013,674,F,30-44,prof_inter,,,,,,5.06
A,67013,674,F,45-54,employes,,,,,,5.06
A,67013,674,F,45-54,ouvriers,,,,,,5.06
A,67013,674,H,15-29,prof_inter,,,,,,5.06
A,67013,674,H,30-44,ouvriers,,,,,,10.11
A,67013,674,H,30-44,prof_inter,,,,,,5.06
A,67013,674,H,45-54,cadres,,,,,,5.06
A,67013,674,H,45-54,ouvriers,,,,,,5.06
A,67013,674,H,55+,agriculteurs,,,,,,5.06
A,67013,674,H,55+,ouvriers,,,,,,5.06
A,67013,674,H,55+,prof_inter,,,,,,20.23
A,67016,673,F,15-29,employes,,,,,,15.36
A,67016,673,F,30-44,cadres,,,,,,3.99
A,67016,673,F,30-44,employes,,,,,,30.21
A,67016,673,F,30-44,ouvriers,,,,,,5.76
A,67016,673,F,30-44,prof_inter,,,,,,27.78
A,67016,673,F,45-54,artisans,,,,,,4.51
A,67016,673,F,45-54,employes,,,,,,23.93
A,67016,673,F,45-54,prof_inter,,,,,,19.28
A,67016,673,F,55+,cadres,,,,,,4.51
A,67016,673,F,55+,employes,,,,,,5.76
A,67016,673,F,55+,ouvriers,,,,,,5.76
A,67016,673,F,55+,prof_inter,,,,,,23.2
A,67016,673,H,15-29,ouvriers,,,,,,13.6
A,67016,673,H,15-29,prof_inter,,,,,,4.51
A,67016,673,H,30-44,agriculteurs,,,,,,3.99
A,67016,673,H,30-44,artisans,,,,,,11.51
A,67016,673,H,30-44,cadres,,,,,,13.6
A,67016,673,H,30-44,employes,,,,,,14.26
A,67016,673,H,30-44,ouvriers,,,,,,9.02
A,67016,673,H,30-44,prof_inter,,,,,,23.47
A,67016,673,H,45-54,artisans,,,,,,15.36
A,67016,673,H,45-54,cadres,,,,,,4.51
A,67016,673,H,45-54,ouvriers,,,,,,9.09
A,67016,673,H,55+,agriculteurs,,,,,,5.76
A,67016,673,H,55+,artisans,,,,,,5.1
A,67016,673,H,55+,cadres,,,,,,5.1
A,67016,673,H,55+,ouvriers,,,,,,3.99
A,67016,673,H,55+,prof_inter,,,,,,28.3
A,67017,674,F,15-29,employes,,,,,,4.75
A,67017,674,F,15-29,prof_inter,,,,,,14.25
A,67017,674,F,30-44,cadres,,,,,,4.75
A,67017,674,F,30-44,employes,,,,,,14.25
A,67017,674,F,30-44,prof_inter,,,,,,9.5
A,67017,674,F,45-54,employes,,,,,,4.75
A,67017,674,F,45-54,ouvriers,,,,,,4.75
A,67017,674,F,45-54,prof_inter,,,,,,9.5
A,67017,674,F,55+,employes,,,,,,4.75
A,67017,674,F,55+,prof_inter,,,,,,4.75
A,67017,674,H,15-29,agriculteurs,,,,,,4.75
A,67017,674,H,15-29,prof_inter,,,,,,4.75
A,67017,674,H,30-44,artisans,,,,,,9.5
A,67017,674,H,30-44,cadres,,,,,,4.75
A,67017,674,H,30-44,employes,,,,,,4.75
A,67017,674,H,30-44,ouvriers,,,,,,28.5
A,67017,674,H,30-44,prof_inter,,,,,,4.75
A,67017,674,H,45-54,employes,,,,,,9.5
A,67017,674,H,45-54,ouvriers,,,,,,4.75
A,67017,674,H,45-54,prof_inter,,,,,,9.5
A,67017,674,H,55+,agriculteurs,,,,,,9.5
A,67018,673,F,15-29,employes,,,,,,5.25
A,67018,673,F,15-29,prof_inter,,,,,,4.62
A,67018,673,F,30-44,artisans,,,,,,20.36
A,67018,673,F,30-44,employes,,,,,,20.59
A,67018,673,F,30-44,ouvriers,,,,,,5.03
A,67018,673,F,30-44,prof_inter,,,,,,26.28
A,67018,673,F,45-54,artisans,,,,,,4.82
A,67018,673,F,45-54,cadres,,,,,,4.82
A,67018,673,F,45-54,employes,,,,,,5.03
A,67018,673,F,45-54,ouvriers,,,,,,10.07
A,67018,673,F,45-54,prof_inter,,,,,,15.54
A,67018,673,F,55+,agriculteurs,,,,,,9.64
A,67018,673,F,55+,cadres,,,,,,5.03
A,67018,673,F,55+,employes,,,,,,4.62
A,67018,673,F,55+,ouvriers,,,,,,4.82
A,67018,673,F,55+,prof_inter,,,,,,5.03
A,67018,673,H,15-29,employes,,,,,,5.03
A,67018,673,H,30-44,artisans,,,,,,4.82
A,67018,673,H,30-44,cadres,,,,,,10.74
A,67018,673,H,30-44,employes,,,,,,5.03
A,67018,673,H,30-44,ouvriers,,,,,,25.63
A,67018,673,H,30-44,prof_inter,,,,,,26.27
A,67018,673,H,45-54,agriculteurs,,,,,,10.51
A,67018,673,H,45-54,artisans,,,,,,5.03
A,67018,673,H,45-54,cadres,,,,,,14.27
A,67018,673,H,45-54,ouvriers,,,,,,10.07
A,67018,673,H,45-54,prof_inter,,,,,,5.03
A,67018,673,H,55+,agriculteurs,,,,,,19.71
A,67018,673,H,55+,cadres,,,,,,9.85
A,67018,673,H,55+,ouvriers,,,,,,5.03
A,67018,673,H,55+,prof_inter,,,,,,14.46
A,67019,675,F,15-29,cadres,,,,,,4.9
A,67019,675,F,15-29,employes,,,,,,53.59
A,67019,675,F,15-29,ouvriers,,,,,,14.64
A,67019,675,F,15-29,prof_inter,,,,,,29.2
A,67019,675,F,30-44,artisans,,,,,,9.71
A,67019,675,F,30-44,cadres,,,,,,29.11
A,67019,675,F,30-44,employes,,,,,,19.44
A,67019,675,F,30-44,ouvriers,,,,,,4.86
A,67019,675,F,30-44,prof_inter,,,,,,34.06
A,67019,675,F,45-54,artisans,,,,,,4.83
A,67019,675,F,45-54,cadres,,,,,,4.88
A,67019,675,F,45-54,employes,,,,,,48.93
A,67019,675,F,45-54,ouvriers,,,,,,14.61
A,67019,675,F,45-54,prof_inter,,,,,,34.2
A,67019,675,F,55+,agriculteurs,,,,,,4.9
A,67019,675,F,55+,cadres,,,,,,9.76
A,67019,675,F,55+,employes,,,,,,24.51
A,67019,675,F,55+,ouvriers,,,,,,14.73
A,67019,675,F,55+,prof_inter,,,,,,9.83
A,67019,675,H,15-29,employes,,,,,,4.86
A,67019,675,H,15-29,ouvriers,,,,,,53.62
A,67019,675,H,30-44,artisans,,,,,,9.71
A,67019,675,H,30-44,cadres,,,,,,19.49
A,67019,675,H,30-44,employes,,,,,,9.73
A,67019,675,H,30-44,ouvriers,,,,,,34.13
A,67019,675,H,30-44,prof_inter,,,,,,34.15
A,67019,675,H,45-54,artisans,,,,,,4.9
A,67019,675,H,45-54,cadres,,,,,,4.86
A,67019,675,H,45-54,employes,,,,,,9.73
A,67019,675,H,45-54,ouvriers,,,,,,63.61
A,67019,675,H,45-54,prof_inter,,,,,,24.37
A,67019,675,H,55+,artisans,,,,,,4.93
A,67019,675,H,55+,cadres,,,,,,14.71
A,67019,675,H,55+,employes,,,,,,9.78
A,67019,675,H,55+,ouvriers,,,,,,29.37
A,67019,675,H,55+,prof_inter,,,,,,9.73
A,67020,673,F,15-29,artisans,,,,,,10.28
A,67020,673,F,15-29,employes,,,,,,22.97
A,67020,673,F,15-29,ouvriers,,,,,,5.32
A,67020,673,F,30-44,cadres,,,,,,9.91
A,67020,673,F,30-44,employes,,,,,,27.52
A,67020,673,F,30-44,prof_inter,,,,,,9.93
A,67020,673,F,45-54,cadres,,,,,,10.67
A,67020,673,F,45-54,employes,,,,,,20.21
A,67020,673,F,45-54,ouvriers,,,,,,16.76
A,67020,673,F,45-54,prof_inter,,,,,,6.15
A,67020,673,F,55+,cadres,,,,,,4.61
A,67020,673,F,55+,employes,,,,,,22.6
A,67020,673,F,55+,ouvriers,,,,,,4.95
A,67020,673,F,55+,prof_inter,,,,,,4.95
A,67020,673,H,15-29,ouvriers,,,,,,22.6
A,67020,673,H,30-44,artisans,,,,,,4.95
A,67020,673,H,30-44,cadres,,,,,,14.94
A,67020,673,H,30-44,employes,,,,,,10.28
A,67020,673,H,30-44,ouvriers,,,,,,28.63
A,67020,673,H,30-44,prof_inter,,,,,,21.75
A,67020,673,H,45-54,artisans,,,,,,5.72
A,67020,673,H,45-54,cadres,,,,,,4.95
A,67020,673,H,45-54,ouvriers,,,,,,16.79
A,67020,673,H,45-54,prof_inter,,,,,,5.32
A,67020,673,H,55+,artisans,,,,,,4.95
A,67020,673,H,55+,cadres,,,,,,10.67
A,67020,673,H,55+,employes,,,,,,11.21
A,67020,673,H,55+,ouvriers,,,,,,9.93
A,67020,673,H,55+,prof_inter,,,,,,5.72
A,67021,675,F,15-29,artisans,,,,,,5.11
A,67021,675,F,15-29,cadres,,,,,,24.94
A,67021,675,F,15-29,employes,,,,,,146.89
A,67021,675,F,15-29,ouvriers,,,,,,10.23
A,67021,675,F,15-29,prof_inter,,,,,,45.5
A,67021,675,F,30-44,artisans,,,,,,33.75
A,67021,675,F,30-44,cadres,,,,,,98.61
A,67021,675,F,30-44,employes,,,,,,194.04
A,67021,675,F,30-44,ouvriers,,,,,,75.24
A,67021,675,F,30-44,prof_inter,,,,,,166.25
A,67021,675,F,45-54,artisans,,,,,,24.33
A,67021,675,F,45-54,cadres,,,,,,79.13
A,67021,675,F,45-54,employes,,,,,,118.44
A,67021,675,F,45-54,ouvriers,,,,,,56.07
A,67021,675,F,45-54,prof_inter,,,,,,124.57
A,67021,675,F,55+,artisans,,,,,,20.88
A,67021,675,F,55+,cadres,,,,,,36.43
A,67021,675,F,55+,employes,,,,,,128.35
A,67021,675,F,55+,ouvriers,,,,,,35.58
A,67021,675,F,55+,prof_inter,,,,,,76.29
A,67021,675,H,15-29,artisans,,,,,,10.22
A,67021,675,H,15-29,cadres,,,,,,4.9
A,67021,675,H,15-29,employes,,,,,,49.65
A,67021,675,H,15-29,ouvriers,,,,,,183.79
A,67021,675,H,15-29,prof_inter,,,,,,49.09
A,67021,675,H,30-44,artisans,,,,,,41.06
A,67021,675,H,30-44,cadres,,,,,,137.16
A,67021,675,H,30-44,employes,,,,,,60.4
A,67021,675,H,30-44,ouvriers,,,,,,160.78
A,67021,675,H,30-44,prof_inter,,,,,,169.43
A,67021,675,H,45-54,artisans,,,,,,51.84
A,67021,675,H,45-54,cadres,,,,,,103.09
A,67021,675,H,45-54,employes,,,,,,19.82
A,67021,675,H,45-54,ouvriers,,,,,,183.66
A,67021,675,H,45-54,prof_inter,,,,,,80.39
A,67021,675,H,55+,artisans,,,,,,30.48
A,67021,675,H,55+,cadres,,,,,,103.91
A,67021,675,H,55+,employes,,,,,,15.14
A,67021,675,H,55+,ouvriers,,,,,,65.9
A,67021,675,H,55+,prof_inter,,,,,,76.72
A,67022,675,F,15-29,employes,,,,,,13.16
A,67022,675,F,15-29,ouvriers,,,,,,4.57
A,67022,675,F,30-44,artisans,,,,,,4.57
A,67022,675,F,30-44,employes,,,,,,9.16
A,67022,675,F,30-44,prof_inter,,,,,,4.26
A,67022,675,F,45-54,artisans,,,,,,4.9
A,67022,675,F,55+,employes,,,,,,4.9
A,67022,675,F,55+,prof_inter,,,,,,4.9
A,67022,675,H,15-29,artisans,,,,,,4.57
A,67022,675,H,15-29,ouvriers,,,,,,9.79
A,67022,675,H,30-44,artisans,,,,,,4.57
A,67022,675,H,30-44,cadres,,,,,,5.25
A,67022,675,H,30-44,ouvriers,,,,,,11.85
A,67022,675,H,30-44,prof_inter,,,,,,4.26
A,67022,675,H,45-54,cadres,,,,,,4.57
A,67023,672,F,15-29,artisans,,,,,,5.01
A,67023,672,F,15-29,cadres,,,,,,10.06
A,67023,672,F,15-29,employes,,,,,,15.11
A,67023,672,F,15-29,prof_inter,,,,,,20.12
A,67023,672,F,30-44,agriculteurs,,,,,,5.08
A,67023,672,F,30-44,cadres,,,,,,5.03
A,67023,672,F,30-44,employes,,,,,,20.17
